species	MGI	UniProtKB	gene	ID
MOUSE	2448415	Q64524	Histone H2B type 2-E	Hist2h2be
MOUSE	1934754	Q99MN1	Lysine--tRNA ligase	Kars
MOUSE	2448377	Q64475	Histone H2B type 1-B	Hist1h2bb
MOUSE	1926080	Q8BH59	Calcium-binding mitochondrial carrier protein Aralar1	Slc25a12
MOUSE	99423	P28322	ETS translocation variant 4	Etv4
MOUSE	2443957	Q7TSH3	Zinc finger protein 516	Znf516
MOUSE	1913649	Q9CZR8	"Elongation factor Ts, mitochondrial"	Tsfm
MOUSE	2136689	Q4FZF3	Probable ATP-dependent RNA helicase DDX49	Ddx49
MOUSE	102811	P25801	Rhombotin-2	Lmo2
MOUSE	1919765	Q6ZQL4	WD repeat-containing protein 43	Wdr43
MOUSE	2442510	Q8BIP0	"Aspartate--tRNA ligase, mitochondrial"	Dars2
MOUSE	2448322	P84228	Histone H3.2	Hist1h3b
MOUSE	1298227	P97311	DNA replication licensing factor MCM6	Mcm6
MOUSE	102809	P26638	"Serine--tRNA ligase, cytoplasmic"	Sars
MOUSE	1859179	P70671	Interferon regulatory factor 3	Irf3
MOUSE	3645789	B4XVQ1	Phf11-3	Phf11b
MOUSE	1098219	O54879	High mobility group protein B3	Hmgb3
MOUSE	1891704	Q69ZS7	HBS1-like protein	Hbs1l
MOUSE	1913986	Q9CRD2	ER membrane protein complex subunit 2	Emc2
MOUSE	96891	P27792	Protein lyl-1	Lyl1
MOUSE	101760	Q3USH5	"Splicing factor, suppressor of white-apricot homolog"	Sfswap
MOUSE	1860077	Q99MT2	MutS protein homolog 4	Msh4
MOUSE	2444926	Q8BMK4	Cytoskeleton-associated protein 4	Ckap4
MOUSE	97249	P06876	Transcriptional activator Myb	Myb
MOUSE	1914066	Q9D305	THAP domain-containing protein 2	Thap2
MOUSE	1915390	Q0VBL1	Tigger transposable element-derived protein 2	Tigd2
MOUSE	102541	P70326	T-box transcription factor TBX5	Tbx5
MOUSE	3647394	A2AHC7	Protein Gm6592	Gm6592
MOUSE	107754	P70660	Neurogenin-1	Neurog1
MOUSE	103290	Q04207	Transcription factor p65	Rela
MOUSE	95574	P01101	Proto-oncogene c-Fos	Fos
MOUSE	1915389	Q8BU11	TOX high mobility group box family member 4	Tox4
MOUSE	95664	Q08369	Transcription factor GATA-4	Gata4
MOUSE	107169	P16254	Signal recognition particle 14 kDa protein	Srp14
MOUSE	1919230	Q9JI13	Something about silencing protein 10	Utp3
MOUSE	1923640	B1ARH2	Protein Zfp735	Zfp735
MOUSE	1919489	Q2EMV9	Poly [ADP-ribose] polymerase 14	Parp14
MOUSE	1919390	Q9CZX2	Centrosomal protein of 89 kDa	Cep89
MOUSE	94901	Q64317	Homeobox protein DLX-1	Dlx1
MOUSE	1920412	B1AZ99	OTU domain-containing protein 3	Otud3
MOUSE	1350926	Q8R4Z4	ETS translocation variant 3	Etv3
MOUSE	2687283	Q5SWZ9	Mitochondrial cardiolipin hydrolase	Pld6
MOUSE	107940	Q61188	Histone-lysine N-methyltransferase EZH2	Ezh2
MOUSE	1915302	P62301	40S ribosomal protein S13	Rps13
MOUSE	2388280	Q8CFI7	DNA-directed RNA polymerase II subunit RPB2	Polr2b
MOUSE	1098624	O54792	Transcription factor HES-2	Hes2
MOUSE	1860494	Q9JIK5	Nucleolar RNA helicase 2	Ddx21
MOUSE	106067	Q8CG48	Structural maintenance of chromosomes protein 2	Smc2
MOUSE	1929538	Q9ER88	"28S ribosomal protein S29, mitochondrial"	Dap3
MOUSE	2442221	Q5DU09	Zinc finger protein 652	Znf652
MOUSE	1337040	O54915	Nuclear receptor subfamily 1 group I member 2	Nr1i2
MOUSE	1334444	Q8CCH7	Zinc finger protein ZFPM2	Zfpm2
MOUSE	98506	Q60722	Transcription factor 4	Tcf4
MOUSE	1351477	Q9ER72	"Cysteine--tRNA ligase, cytoplasmic"	Cars
MOUSE	103072	Q62523	Zyxin	Zyx
MOUSE	1341157	Q8CGW4	Transcription factor SOX-30	Sox30
MOUSE	2385088	Q8CG46	Structural maintenance of chromosomes protein 5	Smc5
MOUSE	2143526	Q99L20	Glutathione S-transferase theta 3	Gstt3
MOUSE	1914097	Q9CPS6	Histidine triad nucleotide-binding protein 3	Hint3
MOUSE	1933973	Q8BP71	RNA binding protein fox-1 homolog 2	Rbfox2
MOUSE	2384786	Q91XE9	Cyclic AMP-responsive element-binding protein 3-like protein 3	Creb3l3
MOUSE	95764	P36916	Guanine nucleotide-binding protein-like 1	Gnl1
MOUSE	1196616	O08674	Recombining binding protein suppressor of hairless-like protein	Rbpjl
MOUSE	1919757	Q499E4	Zinc finger protein DZIP1L	Dzip1l
MOUSE	1270158	O70584	Homeobox protein Nkx-2.8	Nkx2-8
MOUSE	1919647	Q80YR9	RNA-binding protein 12B-A	Rbm12b1
MOUSE	1913776	Q8R2M0	Transcription elongation factor A N-terminal and central domain-containing protein 2	Tceanc2
MOUSE	1354944	Q9JK30	Origin recognition complex subunit 3	Orc3
MOUSE	2137229	Q99N89	"39S ribosomal protein L43, mitochondrial"	Mrpl43
MOUSE	1919297	Q810A7	ATP-dependent RNA helicase DDX42	Ddx42
MOUSE	1913129	Q9CWZ3	RNA-binding protein 8A	Rbm8a
MOUSE	2443131	Q3UTB2	Protein A630001G21Rik	A630001G21Rik
MOUSE	1915022	Q09XV5	Chromodomain-helicase-DNA-binding protein 8	Chd8
MOUSE	1100513	O88609	LIM homeobox transcription factor 1-beta	Lmx1b
MOUSE	3528616	F6YUX7	Protein Ear14	Ear14
MOUSE	96071	Q61658	Homeobox expressed in ES cells 1	Hesx1
MOUSE	1913368	Q9D1J3	SAP domain-containing ribonucleoprotein	Sarnp
MOUSE	1335098	Q8BTF7	DNA ligase 4	Lig4
MOUSE	2444782	Q6P9Q6	FK506-binding protein 15	Fkbp15
MOUSE	3644565	E9Q070	Uncharacterized protein	Gm8730
MOUSE	1861749	Q3UFM5	Nucleolar MIF4G domain-containing protein 1	Nom1
MOUSE	97349	Q9EQM3	Homeobox protein Nkx-2.4	Nkx2-4
MOUSE	1919307	Q9D8M7	PHD finger protein 10	Phf10
MOUSE	1347463	Q61345	Forkhead box protein D1	Foxd1
MOUSE	891976	Q9QYC3	Class A basic helix-loop-helix protein 15	Bhlha15
MOUSE	2443623	Q7TPD6	Ribonucleoprotein PTB-binding 2	Raver2
MOUSE	3643613	L7N272	Protein Zscan4e	Zscan4e
MOUSE	1915342	Q9CQ49	Nuclear cap-binding protein subunit 2	Ncbp2
MOUSE	1916068	Q91X58	AN1-type zinc finger protein 2B	Zfand2b
MOUSE	95300	Q61749	Translation initiation factor eIF-2B subunit delta	Eif2b4
MOUSE	2384310	Q99KG3	RNA-binding protein 10	Rbm10
MOUSE	1918847	A1A546	Intestine-specific homeobox	Isx
MOUSE	1925868	Q6ZQK5	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"	Acap2
MOUSE	1355553	Q9Z2E5	Protein atonal homolog 7	Atoh7
MOUSE	1914162	Q91VK1	Basic leucine zipper and W2 domain-containing protein 2	Bzw2
MOUSE	107801	P56480	"ATP synthase subunit beta, mitochondrial"	Atp5b
MOUSE	3770313	B9EJQ9	Protein Rhox3g	Rhox3g
MOUSE	1860603	P47964	60S ribosomal protein L36	Rpl36
MOUSE	2159343	Q80SZ6	Nuclear RNA export factor 7	Nxf7
MOUSE	1858415	Q9JJY4	Probable ATP-dependent RNA helicase DDX20	Ddx20
MOUSE	1339946	P62340	TATA box-binding protein-like protein 1	Tbpl1
MOUSE	104860	Q61584	Fragile X mental retardation syndrome-related protein 1	Fxr1
MOUSE	2384815	Q8K126	"Peptide chain release factor 1, mitochondrial"	Mtrf1
MOUSE	103248	Q64028	Polyhomeotic-like protein 1	Phc1
MOUSE	2137410	Q8CIW5	"Twinkle protein, mitochondrial"	Peo1
MOUSE	2141505	Q8CFF0	Poly [ADP-ribose] polymerase 11	Parp11
MOUSE	1926212	A2AGH6	Mediator of RNA polymerase II transcription subunit 12	Med12
MOUSE	104805	Q9CQI7	U2 small nuclear ribonucleoprotein B''	Snrpb2
MOUSE	95661	P17679	Erythroid transcription factor	Gata1
MOUSE	1921662	Q8R322	Nucleoporin GLE1	Gle1
MOUSE	3582959	A1Z198	"NACHT-, LRR-, and PYD-containing protein 1 paralog b splice variant 3"	Nlrp1b
MOUSE	1927617	Q80X98	DEAH (Asp-Glu-Ala-His) box polypeptide 38	Dhx38
MOUSE	1355326	Q9WUQ2	Prolactin regulatory element-binding protein	Preb
MOUSE	1921941	Q14BI7	Putative ATP-dependent RNA helicase TDRD9	Tdrd9
MOUSE	4937145	E9Q4T2	Uncharacterized protein	Gm17511
MOUSE	3511682	Q3UM89	Forkhead box protein R2	Foxr2
MOUSE	1347477	P35584	Hepatocyte nuclear factor 3-gamma	Foxa3
MOUSE	1927549	Q64732	Forkhead box protein B1	Foxb1
MOUSE	99687	P47915	60S ribosomal protein L29	Rpl29
MOUSE	1922960	Q8R4X3	RNA-binding protein 12	Rbm12
MOUSE	1201673	P70390	Short stature homeobox protein 2	Shox2
MOUSE	2142062	Q68FG3	Protein SPT2 homolog	Spty2d1
MOUSE	1298398	Q61881	DNA replication licensing factor MCM7	Mcm7
MOUSE	1922466	Q8BI22	Centrosomal protein of 128 kDa	Cep128
MOUSE	1916520	Q9CZ15	DNA replication complex GINS protein PSF1	Gins1
MOUSE	1930075	Q9ERA6	Tuftelin-interacting protein 11	Tfip11
MOUSE	2138069	Q9DCB1	High mobility group nucleosome-binding domain-containing protein 3	Hmgn3
MOUSE	1914715	Q8K4Z5	Splicing factor 3A subunit 1	Sf3a1
MOUSE	3040677	Q8CGC4	Protein LSM14 homolog B	Lsm14b
MOUSE	1351825	Q99LI7	Cleavage stimulation factor subunit 3	Cstf3
MOUSE	1858330	Q99JX7	Nuclear RNA export factor 1	Nxf1
MOUSE	2384993	Q8VE62	Polyadenylate-binding protein-interacting protein 1	Paip1
MOUSE	1913906	P57776	Elongation factor 1-delta	Eef1d
MOUSE	1926966	Q8R1B4	Eukaryotic translation initiation factor 3 subunit C	Eif3c
MOUSE	1915596	Q8K2C6	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	Sirt5
MOUSE	1289274	Q8BGA5	KRR1 small subunit processome component homolog	Krr1
MOUSE	1929285	Q9WUJ8	Origin recognition complex subunit 6	Orc6
MOUSE	2685043	M0QWB7	Protein Ascl5	Ascl5
MOUSE	107889	Q9CRA8	Exosome complex component RRP46	Exosc5
MOUSE	1914737	Q6PE54	Probable ATP-dependent RNA helicase DHX40	Dhx40
MOUSE	97712	P63013	Paired mesoderm homeobox protein 1	Prrx1
MOUSE	2384583	Q68FE8	Zinc finger protein 280D	Znf280d
MOUSE	1913670	Q80UW8	"DNA-directed RNA polymerases I, II, and III subunit RPABC1"	Polr2e
MOUSE	2146836	B2KF05	"Bromodomain and PHD finger containing, 3"	Brpf3
MOUSE	3644962	E9PVF1	Protein Gm6904	Gm6904
MOUSE	1336880	O08810	116 kDa U5 small nuclear ribonucleoprotein component	Eftud2
MOUSE	104297	Q9JKN6	RNA-binding protein Nova-1	Nova1
MOUSE	3710586	B1AV31	Histone H2A	Gm14501
MOUSE	1933192	Q4ZGD8	Nuclear export factor 2	Nxf2
MOUSE	1919078	Q8R4I4	TFIIA-alpha and beta-like factor	Gtf2a1l
MOUSE	1306823	A2A4P0	ATP-dependent RNA helicase DHX8	Dhx8
MOUSE	2669254	Q80WY3	Nanos homolog 1	Nanos1
MOUSE	1917319	Q8CJI4	Testis-specific H1 histone	H1fnt
MOUSE	1343101	Q9JHD2	Histone acetyltransferase KAT2A	Kat2a
MOUSE	104288	P54279	Mismatch repair endonuclease PMS2	Pms2
MOUSE	1915247	Q9DBN9	Probable ATP-dependent RNA helicase DDX59	Ddx59
MOUSE	1918951	Q8K1R3	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	Pnpt1
MOUSE	3650546	P02301	Histone H3.3C	H3f3c
MOUSE	1919650	Q9CZX5	PIN2/TERF1-interacting telomerase inhibitor 1	Pinx1
MOUSE	3647789	E9PUX4	60S ribosomal protein L6	Gm5428
MOUSE	102779	P39749	Flap endonuclease 1	Fen1
MOUSE	105128	P54728	UV excision repair protein RAD23 homolog B	Rad23b
MOUSE	1918817	Q2KHI9	DNA helicase MCM9	Mcm9
MOUSE	1920199	Q7TQK0	Cyclin T2	Ccnt2
MOUSE	1919231	Q9CWU0	Putative ATP-dependent RNA helicase TDRD12	Tdrd12
MOUSE	1352452	P43135	COUP transcription factor 2	Nr2f2
MOUSE	1913283	Q9QY48	Deoxyribonuclease-2-beta	Dnase2b
MOUSE	103034	P52633	Signal transducer and transcription activator 6	Stat6
MOUSE	1352748	Q9QX66	Zinc finger protein neuro-d4	Dpf1
MOUSE	2675387	P60324	Nanos homolog 3	Nanos3
MOUSE	2153887	Q8C460	ERI1 exoribonuclease 3	Eri3
MOUSE	1206039	Q99MA9	Homeobox protein Nkx-6.1	Nkx6-1
MOUSE	107321	P70298	Homeobox protein cut-like 2	Cux2
MOUSE	2142075	Q8BGV0	"Probable asparagine--tRNA ligase, mitochondrial"	Nars2
MOUSE	1344416	Q91X20	Set1/Ash2 histone methyltransferase complex subunit ASH2	Ash2l
MOUSE	1352451	Q60632	COUP transcription factor 1	Nr2f1
MOUSE	1913739	Q6ZWV7	60S ribosomal protein L35	Rpl35
MOUSE	2652843	Q05A36	RNA-binding E3 ubiquitin-protein ligase MEX3C	Mex3c
MOUSE	3708485	Q3URS2	Zinc finger and SCAN domain containing protein 4F	Zscan4f
MOUSE	2140729	Q9JII7	AN1-type zinc finger protein 2A	Zfand2a
MOUSE	2660880	Q8BTZ7	Mannose-1-phosphate guanyltransferase beta	Gmppb
MOUSE	1335079	Q8VDK3	ETS-related transcription factor Elf-5	Elf5
MOUSE	3045334	E9Q956	MCM domain-containing protein 2	Mcmdc2
MOUSE	3643014	D3Z081	Uncharacterized protein	Gm7353
MOUSE	2684416	Q8BZ05	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2"	Arap2
MOUSE	1915822	Q8R035	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"	Ict1
MOUSE	97747	P37238	Peroxisome proliferator-activated receptor gamma	Pparg
MOUSE	98307	Q61079	Single-minded homolog 2	Sim2
MOUSE	1342273	O09131	Glutathione S-transferase omega-1	Gsto1
MOUSE	99254	P41164	ETS translocation variant 1	Etv1
MOUSE	1915548	Q8K2Z4	Condensin complex subunit 1	Ncapd2
MOUSE	97253	P15375	Myogenic factor 6	Myf6
MOUSE	1346344	Q62227	Nuclear receptor subfamily 0 group B member 2	Nr0b2
MOUSE	1353423	Q9Z2U2	Zinc finger protein 292	Zfp292
MOUSE	3643279	L7N240	Protein Gm6139	Gm6139
MOUSE	1925869	Q8CB76	Protein Zfp449	Zfp449
MOUSE	1351628	P62855	40S ribosomal protein S26	Rps26
MOUSE	2141656	Q8BKT3	GC-rich sequence DNA-binding factor 2	Gcfc2
MOUSE	1095411	Q80U93	Nuclear pore complex protein Nup214	Nup214
MOUSE	98372	O89090	Transcription factor Sp1	Sp1
MOUSE	109128	P49698	Hepatocyte nuclear factor 4-alpha	Hnf4a
MOUSE	2685307	Q80ZM5	"H1 histone family, member X"	H1fx
MOUSE	1289282	Q91VY9	Zinc finger protein 622	Znf622
MOUSE	104779	P97313	DNA-dependent protein kinase catalytic subunit	Prkdc
MOUSE	99660	P33609	DNA polymerase alpha catalytic subunit	Pola1
MOUSE	1915402	Q9CVI2	Protein FAM133B	Fam133b
MOUSE	1921261	Q9D6D0	Protein Slc25a27	Slc25a27
MOUSE	1097163	O35654	DNA polymerase delta subunit 2	Pold2
MOUSE	96188	P09024	Homeobox protein Hox-B7	Hoxb7
MOUSE	98360	Q04890	Transcription factor SOX-12	Sox12
MOUSE	1195456	Q91VI7	Ribonuclease inhibitor	Rnh1
MOUSE	1914986	Q9D516	Coiled-coil domain-containing protein 130	Ccdc130
MOUSE	2442117	Q8BZH4	Pogo transposable element with ZNF domain	Pogz
MOUSE	103039	Q9WVL2	Signal transducer and activator of transcription 2	Stat2
MOUSE	2443225	Q8VHR5	Transcriptional repressor p66-beta	Gatad2b
MOUSE	1349430	Q9Z0N2	"Eukaryotic translation initiation factor 2 subunit 3, Y-linked"	Eif2s3y
MOUSE	1096867	Q9CXC9	ETS translocation variant 5	Etv5
MOUSE	1924151	Q6ZQF7	Protein Jade-2	Jade2
MOUSE	102567	P54846	Neural retina-specific leucine zipper protein	Nrl
MOUSE	97757	P20664	DNA primase small subunit	Prim1
MOUSE	2137211	Q99N94	"39S ribosomal protein L9, mitochondrial"	Mrpl9
MOUSE	103239	Q9JIZ5	Activator protein 4	Tfap4
MOUSE	1921373	Q9DBY0	Forkhead box protein P4	Foxp4
MOUSE	1924393	E9Q512	Protein Trip11	Trip11
MOUSE	1333784	Q9Z2V6	Histone deacetylase 5	Hdac5
MOUSE	105380	P97310	DNA replication licensing factor MCM2	Mcm2
MOUSE	3647985	P86048	60S ribosomal protein L10-like	Rpl10l
MOUSE	98036	P61358	60S ribosomal protein L27	Rpl27
MOUSE	1338037	S4R1W5	Protein Rbm6	Rbm6
MOUSE	2684957	Q6PAQ4	RNA exonuclease 4	Rexo4
MOUSE	106181	Q7TPV4	Myb-binding protein 1A	Mybbp1a
MOUSE	1346832	Q61539	Steroid hormone receptor ERR2	Esrrb
MOUSE	1933972	Q6PFR5	Transformer-2 protein homolog alpha	Tra2a
MOUSE	2156841	Q8VID5	ATP-dependent DNA helicase Q5	Recql5
MOUSE	1914290	Q501J6	Probable ATP-dependent RNA helicase DDX17	Ddx17
MOUSE	1922038	Q58FA4	Transcription factor E2F8	E2f8
MOUSE	1891227	Q9JMG1	Endothelial differentiation-related factor 1	Edf1
MOUSE	1096397	O35134	DNA-directed RNA polymerase I subunit RPA1	Polr1a
MOUSE	95309	P59325	Eukaryotic translation initiation factor 5	Eif5
MOUSE	1924735	Q99MW1	Serine/threonine-protein kinase 31	Stk31
MOUSE	1354161	P59941	NAD-dependent protein deacetylase sirtuin-6	Sirt6
MOUSE	96207	P09027	Homeobox protein Hox-D3	Hoxd3
MOUSE	3780204	J3QP87	Uncharacterized protein	Gm2035
MOUSE	2449307	A2AT37	Protein Upf2	Upf2
MOUSE	1917678	P59470	DNA-directed RNA polymerase III subunit RPC2	Polr3b
MOUSE	2442530	Q8BQJ6	tRNA (uracil(54)-C(5))-methyltransferase homolog	Trmt2b
MOUSE	2443226	Q3TIU4	"2',5'-phosphodiesterase 12"	Pde12
MOUSE	1353500	Q8R2I0	Forkhead box protein E1	Foxe1
MOUSE	1096340	O35261	Transcription factor E2F3	E2f3
MOUSE	1913328	Q8BMZ5	tRNA-splicing endonuclease subunit Sen34	Tsen34
MOUSE	1917302	Q9DAW6	U4/U6 small nuclear ribonucleoprotein Prp4	Prpf4
MOUSE	2143670	Q8R205	Zinc finger CCCH domain-containing protein 10	Zc3h10
MOUSE	106190	Q9QYE3	B-cell lymphoma/leukemia 11A	Bcl11a
MOUSE	1915082	Q9DCA5	Ribosome biogenesis protein BRX1 homolog	Brix1
MOUSE	107946	P23950	"Zinc finger protein 36, C3H1 type-like 1"	Zfp36l1
MOUSE	1351455	P19253	60S ribosomal protein L13a	Rpl13a
MOUSE	1341890	O88532	Zinc finger RNA-binding protein	Zfr
MOUSE	107595	Q62445	Transcription factor Sp4	Sp4
MOUSE	103063	P42225	Signal transducer and activator of transcription 1	Stat1
MOUSE	1916913	Q6P9R1	ATP-dependent RNA helicase DDX51	Ddx51
MOUSE	1916510	Q9ESK4	Inhibitor of growth protein 2	Ing2
MOUSE	97488	P32115	Paired box protein Pax-4	Pax4
MOUSE	2683557	Q8BI73	Zinc finger protein 775	Znf775
MOUSE	1261425	Q5HZJ0	Ribonuclease 3	Drosha
MOUSE	894293	P97471	Mothers against decapentaplegic homolog 4	Smad4
MOUSE	1923203	Q8C8Y5	Sterile alpha motif domain-containing protein 7	Samd7
MOUSE	1924662	E9Q271	Protein Wdr17	Wdr17
MOUSE	2146607	Q8BHB9	Chloride intracellular channel protein 6	Clic6
MOUSE	2685431	Q3V3V9	Leucine-rich repeat-containing protein 16C	Rltpr
MOUSE	1917326	Q3US41	Epithelial splicing regulatory protein 1	Esrp1
MOUSE	99951	Q61827	Transcription factor MafK	Mafk
MOUSE	2149032	Q3UT54	Protein Obox3	Obox3
MOUSE	1350917	P62908	40S ribosomal protein S3	Rps3
MOUSE	5011041	J3QMW8	Uncharacterized protein	Gm18856
MOUSE	95049	P21126	Ubiquitin-like protein 4A	Ubl4a
MOUSE	3036228	B2RPU2	Pleckstrin homology domain-containing family D member 1	Plekhd1
MOUSE	105110	P25444	40S ribosomal protein S2	Rps2
MOUSE	1914591	M0QW46	Protein Ascl4	Ascl4
MOUSE	1346831	O08580	Steroid hormone receptor ERR1	Esrra
MOUSE	3644685	Q6IE21	OTU domain-containing protein 6A	Otud6a
MOUSE	1289321	Q8JZS9	"39S ribosomal protein L48, mitochondrial"	Mrpl48
MOUSE	109618	P62814	"V-type proton ATPase subunit B, brain isoform"	Atp6v1b2
MOUSE	103124	Q9ER42	Homeobox protein BarH-like 1	Barx1
MOUSE	1924854	Q66JV4	RNA-binding protein 12B-B	Rbm12b2
MOUSE	1890359	Q9CPN8	Insulin-like growth factor 2 mRNA-binding protein 3	Igf2bp3
MOUSE	98216	P28705	Retinoic acid receptor RXR-gamma	Rxrg
MOUSE	2180849	Q8VI94	2'-5'-oligoadenylate synthase-like protein 1	Oasl1
MOUSE	2446773	Q6XAS3	"MCG116991, isoform CRA_b"	Ssx9
MOUSE	1195985	O55187	E3 SUMO-protein ligase CBX4	Cbx4
MOUSE	3647079	B2RX31	MCG126735	Zscan25
MOUSE	1918398	Q5UAK0	Mesoderm induction early response protein 1	Mier1
MOUSE	2139369	Q0VGM9	Regulator of telomere elongation helicase 1	Rtel1
MOUSE	1338779	O35295	Transcriptional activator protein Pur-beta	Purb
MOUSE	107160	P42581	Homeobox protein HMX3	Hmx3
MOUSE	1930129	Q9JI43	Homeobox protein EHOX	Rhox4b
MOUSE	3028075	Q3I5G5	Forkhead box protein I2	Foxi2
MOUSE	1349669	Q9WTK8	Meiotic recombination protein SPO11	Spo11
MOUSE	1914491	Q924W5	Structural maintenance of chromosomes protein 6	Smc6
MOUSE	2136882	Q8K0D7	Tail-anchored protein insertion receptor WRB	Wrb
MOUSE	1914142	Q9DBB5	Eukaryotic translation initiation factor 4E type 3	Eif4e3
MOUSE	1918358	Q8BVN0	Coiled-coil domain-containing protein 122	Ccdc122
MOUSE	1913730	Q9CZM2	60S ribosomal protein L15	Rpl15
MOUSE	1916960	Q4LDD4	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"	Arap1
MOUSE	2679336	Q8VI24	DNA-binding protein SATB2	Satb2
MOUSE	1276102	Q8CFQ3	Intron-binding protein aquarius	Aqr
MOUSE	3648534	D3YX71	Uncharacterized protein	Gm8973
MOUSE	1926224	Q9JJ43	RNA binding protein fox-1 homolog 1	Rbfox1
MOUSE	95606	P23475	X-ray repair cross-complementing protein 6	Xrcc6
MOUSE	1913864	Q3TFK5	G patch domain-containing protein 4	Gpatch4
MOUSE	2442912	B1AX39	Zinc finger CCHC domain-containing protein 7	Zcchc7
MOUSE	3580237	B1APN4	Protein Rhox1	Rhox1
MOUSE	102755	Q64321	Zinc finger and BTB domain-containing protein 7B	Zbtb7b
MOUSE	109205	P97459	Neuronal PAS domain-containing protein 1	Npas1
MOUSE	95301	P23116	Eukaryotic translation initiation factor 3 subunit A	Eif3a
MOUSE	109346	G3UXB3	Protein Nkx1-1	Nkx1-1
MOUSE	1197515	P81068	Iroquois-class homeodomain protein IRX-1	Irx1
MOUSE	1859086	Q9JKQ4	Iroquois-class homeodomain protein IRX-5	Irx5
MOUSE	1919383	Q8C0D0	Probable tRNA pseudouridine synthase 1	Trub1
MOUSE	1919890	G3UYU0	Protein Mex3a	Mex3a
MOUSE	1916506	Q7TNK4	Protein Zfp397	Zfp397
MOUSE	2681840	Q99L28	Probable ribosome biogenesis protein RLP24	Rsl24d1
MOUSE	1915023	Q9D1P2	Histone acetyltransferase KAT8	Kat8
MOUSE	2443732	Q6ZQJ5	DNA replication ATP-dependent helicase/nuclease DNA2	Dna2
MOUSE	1923364	Q8BVK9	Sp110 nuclear body protein	Sp110
MOUSE	2652820	Q8CFT2	Histone-lysine N-methyltransferase SETD1B	Setd1b
MOUSE	1919579	G3X9Z4	Cleavage and polyadenylation factor subunit homolog (S. cerevisiae)	Pcf11
MOUSE	1919451	Q8K2H2	OTU domain-containing protein 6B	Otud6b
MOUSE	1100526	Q64104	Nuclear receptor subfamily 2 group E member 1	Nr2e1
MOUSE	96202	P28359	Homeobox protein Hox-D10	Hoxd10
MOUSE	98659	P09838	DNA nucleotidylexotransferase	Dntt
MOUSE	1889642	Q91WG4	Elongator complex protein 2	Elp2
MOUSE	98158	P62702	"40S ribosomal protein S4, X isoform"	Rps4x
MOUSE	2135637	Q99LX0	Protein DJ-1	Park7
MOUSE	96179	P02830	Homeobox protein Hox-A7	Hoxa7
MOUSE	1100498	O35160	Pituitary homeobox 3	Pitx3
MOUSE	2145373	Q8BW66	Solute carrier family 25 member 48	Slc25a48
MOUSE	1922945	Q9JJC6	RILP-like protein 1	Rilpl1
MOUSE	2675377	Q66X22	"NACHT, LRR and PYD domains-containing protein 9B"	Nlrp9b
MOUSE	2137218	Q9D1P0	"39S ribosomal protein L13, mitochondrial"	Mrpl13
MOUSE	2136773	Q8C5N3	Pre-mRNA-splicing factor CWC22 homolog	Cwc22
MOUSE	109617	O08686	Homeobox protein BarH-like 2	Barx2
MOUSE	101927	P70397	Homeobox protein DLX-6	Dlx6
MOUSE	1334460	P97452	Ribosome biogenesis protein BOP1	Bop1
MOUSE	1333818	P62082	40S ribosomal protein S7	Rps7
MOUSE	1196377	Q60769	Tumor necrosis factor alpha-induced protein 3	Tnfaip3
MOUSE	5434674	F6YNI8	Protein LOC100861908	Gm21319
MOUSE	3056600	Q66X19	"NACHT, LRR and PYD domains-containing protein 4E"	Nlrp4e
MOUSE	3643219	J3QM94	Uncharacterized protein	Gm5070
MOUSE	98663	Q9JLC6	Thyrotroph embryonic factor	Tef
MOUSE	98743	P37242	Thyroid hormone receptor beta	Thrb
MOUSE	1917447	Q8BMA6	Signal recognition particle subunit SRP68	Srp68
MOUSE	2182799	Q5SVQ0	Histone acetyltransferase KAT7	Kat7
MOUSE	109299	P97760	DNA-directed RNA polymerase II subunit RPB3	Polr2c
MOUSE	1927865	Q505F4	Protein Zfp280b	Zfp280b
MOUSE	1098583	O35638	Cohesin subunit SA-2	Stag2
MOUSE	1888981	Q9D8S4	"Oligoribonuclease, mitochondrial"	Rexo2
MOUSE	1925835	Q6ZPI0	Protein Jade-1	Jade1
MOUSE	96648	P15066	Transcription factor jun-D	Jund
MOUSE	2444505	Q8BJ34	Meiosis arrest female protein 1	Marf1
MOUSE	3649357	V9GX35	Uncharacterized protein (Fragment)	unassigned
MOUSE	2678023	Q80W88	Homeobox and leucine zipper protein Homez	Homez
MOUSE	99253	P41163	ETS translocation variant 2	Etv2
MOUSE	1858237	O35290	Eosinophil cationic-type ribonuclease 3	Ear3
MOUSE	1351331	Q9QWF0	Chromatin assembly factor 1 subunit A	Chaf1a
MOUSE	3645447	E9Q3G0	Protein Zscan4b	Zscan4b
MOUSE	108403	P97304	DNA-directed RNA polymerases I and III subunit RPAC2	Polr1d
MOUSE	108519	P97368	Homeobox protein Meis3	Meis3
MOUSE	2153589	Q6NXL5	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"	Acap3
MOUSE	2442524	G3X9B1	HEAT repeat containing 1	Heatr1
