species	MGI	UniProtKB	gene	ID
MOUSE	1095737	Q69Z26	Contactin-4	Cntn4
MOUSE	1918101	A3KGB4	TBC1 domain family member 8B	Tbc1d8b
MOUSE	1277116	O88502	"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"	Pde8a
MOUSE	103310	P35822	Receptor-type tyrosine-protein phosphatase kappa	Ptprk
MOUSE	2384581	Q8R0W5	Carboxylesterase 4A	Ces4a
MOUSE	88016	Q9DBT5	AMP deaminase 2	Ampd2
MOUSE	2444453	Q8C033	Rho guanine nucleotide exchange factor 10	Arhgef10
MOUSE	1920180	Q6ZWR4	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform	Ppp2r2b
MOUSE	107465	A3KGF7	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2"	Plcb2
MOUSE	1919137	Q149T7	Protein phosphatase 1J	Ppm1j
MOUSE	103147	Q9JHU4	Cytoplasmic dynein 1 heavy chain 1	Dync1h1
MOUSE	2685953	Q0P523	Calcium and integrin-binding family member 3	Cib3
MOUSE	1196620	O35453	Serine protease hepsin	Hpn
MOUSE	1919519	P56389	Cytidine deaminase	Cda
MOUSE	105047	P62196	26S protease regulatory subunit 8	Psmc5
MOUSE	3643404	E9Q1B3	Uncharacterized protein	Gm7275
MOUSE	1860299	D3YYQ8	Protein Dnah10	Dnah10
MOUSE	2686594	Q8BIK6	Transmembrane protease serine 7	Tmprss7
MOUSE	1858223	Q9JMB8	Contactin-6	Cntn6
MOUSE	1923089	D3Z7A5	Protein Daw1	Daw1
MOUSE	1349391	Q9QUL7	Tryptase gamma	Tpsg1
MOUSE	3664583	Q0V8T8	Contactin-associated protein like 5-2	Cntnap5b
MOUSE	2656551	Q3TMQ6	Angiogenin-4	Ang4
MOUSE	1928849	A2AVA0	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	Svep1
MOUSE	2388648	Q8CE33	Kelch-like protein 11	Klhl11
MOUSE	97807	P54830	Tyrosine-protein phosphatase non-receptor type 5	Ptpn5
MOUSE	1928940	Q32MW3	"Acyl-coenzyme A thioesterase 10, mitochondrial"	Acot10
MOUSE	104618	P51675	C-C chemokine receptor type 1	Ccr1
MOUSE	3646222	Q792Y9	MCG140783	Gm5771
MOUSE	1920932	Q8VD53	Alkaline ceramidase 2	Acer2
MOUSE	87916	P03958	Adenosine deaminase	Ada
MOUSE	95745	Q99KB8	"Hydroxyacylglutathione hydrolase, mitochondrial"	Hagh
MOUSE	99558	O89084	"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"	Pde4a
MOUSE	1931010	Q8BP40	Lysophosphatidic acid phosphatase type 6	Acp6
MOUSE	1349661	Q9QZT4	Group IIF secretory phospholipase A2	Pla2g2f
MOUSE	1351352	Q9CWJ9	Bifunctional purine biosynthesis protein PURH	Atic
MOUSE	87971	Q8K3E5	Jouberin	Ahi1
MOUSE	1933148	Q99LJ2	Ankyrin repeat and BTB/POZ domain-containing protein 1	Abtb1
MOUSE	2681835	Q69ZK9	Neuroligin-2	Nlgn2
MOUSE	2442875	P59509	A disintegrin and metalloproteinase with thrombospondin motifs 19	Adamts19
MOUSE	3652131	B1AVM1	Protein Gm12887	Gm12887
MOUSE	1918448	Q9CUB6	OTU domain-containing protein 1	Otud1
MOUSE	1343178	Q9WV35	Probable C-U-editing enzyme APOBEC-2	Apobec2
MOUSE	1339973	Q9Z1X4	Interleukin enhancer-binding factor 3	Ilf3
MOUSE	1890440	P58321	Ubiquitin carboxyl-terminal hydrolase isozyme L4	Uchl4
MOUSE	1860764	Q9Z0X4	"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"	Pde3a
MOUSE	106638	P48076	Group IIC secretory phospholipase A2	Pla2g2c
MOUSE	105058	Q8R429	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	Atp2a1
MOUSE	1913487	Q9WTT4	V-type proton ATPase subunit G 2	Atp6v1g2
MOUSE	1918984	Q8BGF7	PAB-dependent poly(A)-specific ribonuclease subunit PAN2	Pan2
MOUSE	1860197	Q920I9	WD repeat-containing protein 7	Wdr7
MOUSE	1289265	Q8R5A6	TBC1 domain family member 22A	Tbc1d22a
MOUSE	88264	O08529	Calpain-2 catalytic subunit	Capn2
MOUSE	1923076	Q91ZX6	Sentrin-specific protease 2	Senp2
MOUSE	2682935	Q5U405	Transmembrane protease serine 13	Tmprss13
MOUSE	1921824	Q2KHK3	Aminopeptidase Q	Aqpep
MOUSE	2442842	Q9Z2D0	Myotubularin-related protein 9	Mtmr9
MOUSE	97849	P21784	V(D)J recombination-activating protein 2	Rag2
MOUSE	1918932	Q8C5V5	WD repeat-containing protein 27	Wdr27
MOUSE	2152389	Q920Q8	Influenza virus NS1A-binding protein homolog	Ivns1abp
MOUSE	2385325	A2AJ88	Patatin-like phospholipase domain-containing protein 7	Pnpla7
MOUSE	1924237	Q3UGR5	Haloacid dehalogenase-like hydrolase domain-containing protein 2	Hdhd2
MOUSE	1918253	Q920S2	Serine protease 41	Prss41
MOUSE	1196403	Q08EC7	Pla2g4c protein	Pla2g4c
MOUSE	1341299	Q8BZ98	Dynamin-3	Dnm3
MOUSE	103566	Q61003	T-cell differentiation antigen CD6	Cd6
MOUSE	1329041	O55236	mRNA-capping enzyme	Rngtt
MOUSE	1860262	Q91ZF2	Cathepsin 7	Cts7
MOUSE	1270856	O70169	Inactive serine protease 39	Prss39
MOUSE	1340899	Q61362	Chitinase-3-like protein 1	Chi3l1
MOUSE	87968	P50247	Adenosylhomocysteinase	Ahcy
MOUSE	2137092	Q9JHW4	Selenocysteine-specific elongation factor	Eefsec
MOUSE	1346093	P54775	26S protease regulatory subunit 6B	Psmc4
MOUSE	1347000	Q9WTL7	Acyl-protein thioesterase 2	Lypla2
MOUSE	1931465	Q9EPB4	Apoptosis-associated speck-like protein containing a CARD	Pycard
MOUSE	2180003	Q6P1B1	Xaa-Pro aminopeptidase 1	Xpnpep1
MOUSE	1914266	Q3U0J8	TBC1 domain family member 2B	Tbc1d2b
MOUSE	1916703	F2YMG0	Serine protease 56	Prss56
MOUSE	105307	A2ALK8	Tyrosine-protein phosphatase non-receptor type 3	Ptpn3
MOUSE	2384902	Q8VCT3	Aminopeptidase B	Rnpep
MOUSE	2442600	Q4VC17	A disintegrin and metalloproteinase with thrombospondin motifs 18	Adamts18
MOUSE	97551	P10820	Perforin-1	Prf1
MOUSE	95752	D3Z7P3	"Glutaminase kidney isoform, mitochondrial"	Gls
MOUSE	1927665	Q8R104	NAD-dependent protein deacetylase sirtuin-3	Sirt3
MOUSE	1922874	Q8BP48	Methionine aminopeptidase 1	Metap1
MOUSE	1917413	Q9D7S0	Ly6/PLAUR domain-containing protein 8	Lypd8
MOUSE	1922258	Q80UB0	Testin-2	unassigned
MOUSE	109249	P97857	A disintegrin and metalloproteinase with thrombospondin motifs 1	Adamts1
MOUSE	1330838	O89017	Legumain	Lgmn
MOUSE	3651568	Q5NC48	Protein Gm12253	Gm12253
MOUSE	106645	P16406	Glutamyl aminopeptidase	Enpep
MOUSE	2442939	Q8C165	Probable carboxypeptidase PM20D1	Pm20d1
MOUSE	1914526	Q7TMF2	3'-5' exoribonuclease 1	Eri1
MOUSE	3646305	Q6IE25	Putative caspase-16	Casp16
MOUSE	2444096	Q80TL0	Protein phosphatase 1E	Ppm1e
MOUSE	2385252	Q91WA3	Histone deacetylase 11	Hdac11
MOUSE	1930089	Q9WUU9	Germinal-center associated nuclear protein	Mcm3ap
MOUSE	88075	P50429	Arylsulfatase B	Arsb
MOUSE	2685095	Q3UKY7	Serine protease 38	Prss38
MOUSE	2146407	Q0P5W1	Vacuolar protein sorting-associated protein 8 homolog	Vps8
MOUSE	1919282	P60487	Pyridoxal phosphate phosphatase	Pdxp
MOUSE	1919214	Q925I1	ATPase family AAA domain-containing protein 3	Atad3
MOUSE	2140321	Q8VDG7	"Platelet-activating factor acetylhydrolase 2, cytoplasmic"	Pafah2
MOUSE	1925808	Q9D236	Serine protease HTRA3	Htra3
MOUSE	95288	P58252	Elongation factor 2	Eef2
MOUSE	5141890	E9Q035	Protein Gm20425	Gm20425
MOUSE	1914731	Q9DBE8	"Alpha-1,3/1,6-mannosyltransferase ALG2"	Alg2
MOUSE	1914386	Q8R179	Kelch repeat and BTB domain-containing protein 4	Kbtbd4
MOUSE	1918464	Q8CGA0	Protein phosphatase 1F	Ppm1f
MOUSE	96755	P16301	Phosphatidylcholine-sterol acyltransferase	Lcat
MOUSE	1921256	Q8K1M6	Dynamin-1-like protein	Dnm1l
MOUSE	1918243	Q7M756	Inactive serine protease 54	Prss54
MOUSE	2444529	Q8K2D6	Deoxycytidylate deaminase	Dctd
MOUSE	1925640	Q50L43	Cytosolic phospholipase A2 delta	Pla2g4d
MOUSE	2444661	Q8BGE4	Protein 4933426M11Rik	4933426M11Rik
MOUSE	1349420	O35324	SH2 domain-containing protein 1B	Sh2d1b
MOUSE	1339795	Q9CW03	Structural maintenance of chromosomes protein 3	Smc3
MOUSE	96721	P11627	Neural cell adhesion molecule L1	L1cam
MOUSE	104669	P27046	Alpha-mannosidase 2	Man2a1
MOUSE	3588199	E9PY62	Protein Cntnap3	Cntnap3
MOUSE	97788	Q99LS3	Phosphoserine phosphatase	Psph
MOUSE	1097157	O35655	Serine/threonine-protein phosphatase with EF-hands 1	Ppef1
MOUSE	1098754	O88685	26S protease regulatory subunit 6A	Psmc3
MOUSE	109603	P97468	Chemokine-like receptor 1	Cmklr1
MOUSE	1916022	P58242	Acid sphingomyelinase-like phosphodiesterase 3b	Smpdl3b
MOUSE	2385169	E9QAM5	Helicase with zinc finger domain 2	Helz2
MOUSE	1929701	O08663	Methionine aminopeptidase 2	Metap2
MOUSE	2442446	Q8C5P5	5'-nucleotidase domain-containing protein 1	Nt5dc1
MOUSE	2445171	Q8BGN3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	Enpp6
MOUSE	1344417	Q9JMH3	Sialidase-2	Neu2
MOUSE	3647308	J3QME6	Lipase	Gm5097
MOUSE	1921659	Q9D4E9	Hyaluronidase	Hyal6
MOUSE	104848	P49442	Inositol polyphosphate 1-phosphatase	Inpp1
MOUSE	1915690	Q6NT99	Dual specificity protein phosphatase 23	Dusp23
MOUSE	1859281	Q9R098	Hepatocyte growth factor activator	Hgfac
MOUSE	2384803	Q6A039	TBC1 domain family member 12	Tbc1d12
MOUSE	2385207	Q99LH1	Nucleolar GTP-binding protein 2	Gnl2
MOUSE	3779470	D3Z5G7	Protein Ces1b	Ces1b
MOUSE	2387181	Q8CII0	Zinc finger and BTB domain-containing protein 8B	Zbtb8b
MOUSE	2685282	B1AVU6	Protein Gm436	Gm436
MOUSE	1933169	Q9EP69	Phosphatidylinositide phosphatase SAC1	Sacm1l
MOUSE	1926217	Q9JJH1	Ribonuclease 4	Rnase4
MOUSE	102757	Q9R0T7	MCG15085	Try4
MOUSE	1922072	Q8C9V1	Carabin	Tbc1d10c
MOUSE	2450548	Q8BMC1	V-type proton ATPase subunit G 3	Atp6v1g3
MOUSE	88266	O88456	Calpain small subunit 1	Capns1
MOUSE	3642279	D3YVN7	Elongation factor Tu	Gm9755
MOUSE	1921392	Q8CGK3	"Lon protease homolog, mitochondrial"	Lonp1
MOUSE	2441872	Q8BL07	Probable G-protein coupled receptor 150	Gpr150
MOUSE	102805	P55772	Ectonucleoside triphosphate diphosphohydrolase 1	Entpd1
MOUSE	109282	Q62407	Striated muscle-specific serine/threonine-protein kinase	Speg
MOUSE	1923502	Q91XE7	V-type proton ATPase subunit e 2	Atp6v0e2
MOUSE	2143272	Q8C0S1	DIS3-like exonuclease 1	Dis3l
MOUSE	1933830	Q9EQG7	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	Enpp5
MOUSE	1196378	Q8K0D2	Hyaluronan-binding protein 2	Habp2
MOUSE	1261809	O55230	DNA repair protein RAD51 homolog 4	Rad51d
MOUSE	88019	P00687	Alpha-amylase 1	Amy1
MOUSE	1913802	Q9JJF9	Signal peptide peptidase-like 2A	Sppl2a
MOUSE	3615324	Q9CQD7	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	Pinlyp
MOUSE	1196281	Q9ERC8	Down syndrome cell adhesion molecule homolog	Dscam
MOUSE	2443034	Q80TA6	Myotubularin-related protein 12	Mtmr12
MOUSE	1919144	Q50L42	Cytosolic phospholipase A2 epsilon	Pla2g4e
MOUSE	1920897	Q9D805	Calpain-9	Capn9
MOUSE	97815	B0V2N1	Receptor-type tyrosine-protein phosphatase S	Ptprs
MOUSE	1922471	Q99KK7	Dipeptidyl peptidase 3	Dpp3
MOUSE	95420	P23953	Carboxylesterase 1C	Ces1c
MOUSE	1099436	O35719	DNA repair protein RAD51 homolog 2	Rad51b
MOUSE	109265	P08884	Granzyme E	Gzme
MOUSE	3643623	Q0V8T9	Contactin-associated protein like 5-1	Cntnap5a
MOUSE	1914719	Q9DBL9	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Abhd5
MOUSE	1914823	Q924C6	Lysyl oxidase homolog 4	Loxl4
MOUSE	1351651	O88967	ATP-dependent zinc metalloprotease YME1L1	Yme1l1
MOUSE	1925705	Q6DFV5	Probable helicase with zinc finger domain	Helz
MOUSE	97890	Q08297	DNA repair protein RAD51 homolog 1	Rad51
MOUSE	107339	Q8K0D5	"Elongation factor G, mitochondrial"	Gfm1
MOUSE	1920468	Q3TD49	Signal peptide peptidase-like 2B	Sppl2b
MOUSE	1918367	Q8BX09	Retinoblastoma-binding protein 5	Rbbp5
MOUSE	1922026	Q91VM9	"Inorganic pyrophosphatase 2, mitochondrial"	Ppa2
MOUSE	1919134	Q9D7Q1	Chitotriosidase-1	Chit1
MOUSE	2384311	Q8K093	Thyrotropin-releasing hormone-degrading ectoenzyme	Trhde
MOUSE	1916167	Q9D0S9	"Histidine triad nucleotide-binding protein 2, mitochondrial"	Hint2
MOUSE	1920632	Q9D9M0	Serine protease 52	Prss52
MOUSE	1921661	Q9D4F2	Presqualene diphosphate phosphatase	Ppapdc2
MOUSE	109583	O08586	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"	Pten
MOUSE	1917853	Q99P21	A/G-specific adenine DNA glycosylase	Mutyh
MOUSE	1270843	O55057	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"	Pde6d
MOUSE	2135885	Q3TCT4	Ectonucleoside triphosphate diphosphohydrolase 7	Entpd7
MOUSE	2652817	Q3V1L6	Myotubularin-related protein 11	Mtmr11
MOUSE	1925666	Q9D244	Ribonuclease K6	Rnase6
MOUSE	97848	P15919	V(D)J recombination-activating protein 1	Rag1
MOUSE	109266	P11032	Granzyme A	Gzma
MOUSE	2448557	Q6PGG6	Guanine nucleotide-binding protein-like 3-like protein	Gnl3l
MOUSE	104616	P51678	Probable C-C chemokine receptor type 3	Ccr3
MOUSE	109325	P70375	Coagulation factor VII	F7
MOUSE	2442755	A4FUP9	Glycosyltransferase 1 domain-containing protein 1	Glt1d1
MOUSE	1927185	P61022	Calcineurin B homologous protein 1	Chp1
MOUSE	3028051	Q8BUY2	Protein C130079G13Rik	C130079G13Rik
MOUSE	103293	Q64512	Tyrosine-protein phosphatase non-receptor type 13	Ptpn13
MOUSE	2149781	E9Q1N0	Protein 4932431P20Rik	4932431P20Rik
MOUSE	1923953	B2RS76	Carboxypeptidase B1 (Tissue)	Cpb1
MOUSE	2135607	Q923E4	NAD-dependent protein deacetylase sirtuin-1	Sirt1
MOUSE	2158505	Q8R554	OTU domain-containing protein 7A	Otud7a
MOUSE	3687012	Q792Z1	MCG140784	Try10
MOUSE	99556	Q3UEI1	"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"	Pde4c
MOUSE	104778	P51432	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3"	Plcb3
MOUSE	1921944	Q69ZT9	TBC1 domain family member 30	Tbc1d30
MOUSE	1096881	P10126	Elongation factor 1-alpha 1	Eef1a1
MOUSE	2442268	A6H603	NACHT and WD repeat domain-containing protein 1	Nwd1
MOUSE	1919998	Q9CYW4	Haloacid dehalogenase-like hydrolase domain-containing protein 3	Hdhd3
MOUSE	97293	P33215	Protein NEDD1	Nedd1
MOUSE	2686961	E9QAS7	Protein Inpp5a	Inpp5a
MOUSE	98438	P50427	Steryl-sulfatase	Sts
MOUSE	1913764	Q8C0M9	Isoaspartyl peptidase/L-asparaginase	Asrgl1
MOUSE	1891827	Q9JL56	Glycerophosphodiester phosphodiesterase 1	Gde1
MOUSE	2444068	Q3TYU2	Probable cation-transporting ATPase 13A5	Atp13a5
MOUSE	105393	Q61880	Meiotic recombination protein DMC1/LIM15 homolog	Dmc1
MOUSE	2180801	Q9EPE9	Probable cation-transporting ATPase 13A1	Atp13a1
MOUSE	1918834	Q9ESM6	Glycerophosphoinositol inositolphosphodiesterase GDPD2	Gdpd2
MOUSE	2147931	P0C027	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	Nudt10
MOUSE	102724	Q64514	Tripeptidyl-peptidase 2	Tpp2
MOUSE	1929977	Q9QYN3	Kallikrein-11	Klk11
MOUSE	1338891	Q9Z184	Protein-arginine deiminase type-3	Padi3
MOUSE	1913496	Q8BWU5	Probable tRNA N6-adenosine threonylcarbamoyltransferase	Osgep
MOUSE	1920949	Q7TNP2	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	Ppp2r1b
MOUSE	894684	P50580	Proliferation-associated protein 2G4	Pa2g4
MOUSE	1913424	Q9D142	Uridine diphosphate glucose pyrophosphatase	Nudt14
MOUSE	88229	P08607	C4b-binding protein	C4bpa
MOUSE	96055	P29351	Tyrosine-protein phosphatase non-receptor type 6	Ptpn6
MOUSE	2385221	Q8VHK8	Transmembrane protease serine 11D	Tmprss11d
MOUSE	1889619	Q9ET52	Cathepsin 6	Cts6
MOUSE	97615	Q62077	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	Plcg1
MOUSE	105303	P35343	C-X-C chemokine receptor type 2	Cxcr2
MOUSE	3606573	Q3TT99	Glycerophosphodiester phosphodiesterase domain-containing protein 4	Gdpd4
MOUSE	1920509	Q9D9N5	Calcium and integrin-binding family member 4	Cib4
MOUSE	3027902	Q717B2	TD and POZ domain-containing protein 2	Tdpoz2
MOUSE	1915651	Q6NSQ9	Glucose-6-phosphatase 3	G6pc3
MOUSE	1353645	Q9QYZ9	Serine protease 30	Prss30
MOUSE	2652885	B1AVH7	TBC1 domain family member 2A	Tbc1d2
MOUSE	1329035	Q9Z0L8	Gamma-glutamyl hydrolase	Ggh
MOUSE	2443596	Q6NXL6	Sentrin-specific protease 5	Senp5
MOUSE	1100517	Q60649	Caseinolytic peptidase B protein homolog	Clpb
MOUSE	88561	P10605	Cathepsin B	Ctsb
MOUSE	1298232	O35205	Granzyme K	Gzmk
MOUSE	2447533	Q8CGR4	Kallikrein related-peptidase 15	Klk15
MOUSE	2444736	Q8BMN4	Leishmanolysin-like peptidase	Lmln
MOUSE	1915288	Q922Q9	Chitinase domain-containing protein 1	Chid1
MOUSE	1096863	O55026	Ectonucleoside triphosphate diphosphohydrolase 2	Entpd2
MOUSE	3045348	Q5U901	Carboxypeptidase A6	Cpa6
MOUSE	104617	P51676	C-C chemokine receptor 1-like protein 1	Ccr1l1
MOUSE	2444710	Q2EY15	Protogenin	Prtg
MOUSE	104552	E9Q0S6	Protein Tns1	Tns1
MOUSE	1915356	Q3UFY7	7-methylguanosine phosphate-specific 5'-nucleotidase	Nt5c3b
MOUSE	1277193	Q9Z186	Glucose-6-phosphatase 2	G6pc2
MOUSE	1277207	O88410	C-X-C chemokine receptor type 3	Cxcr3
MOUSE	95491	P70695	"Fructose-1,6-bisphosphatase isozyme 2"	Fbp2
MOUSE	1342005	Q922D8	"C-1-tetrahydrofolate synthase, cytoplasmic"	Mthfd1
MOUSE	2158201	P58137	Acyl-coenzyme A thioesterase 8	Acot8
MOUSE	3644466	D3YY49	Lipase	Lipo2
MOUSE	1917817	Q8BP78	Protein FRA10AC1 homolog	Fra10ac1
MOUSE	106206	P97333	Neuropilin-1	Nrp1
MOUSE	1096362	E9Q7X7	Protein Nrxn2	Nrxn2
MOUSE	1914170	G5E872	Protein Rnpepl1	Rnpepl1
MOUSE	1913277	Q8C7D2	Protein cereblon	Crbn
MOUSE	1347353	Q0VF55	"ATPase, Ca++ transporting, plasma membrane 3"	Atp2b3
MOUSE	88489	P19070	Complement receptor type 2	Cr2
MOUSE	3648531	F6QKH6	Protein Gm8975 (Fragment)	Gm8975
MOUSE	1100850	O35646	Calpain-6	Capn6
MOUSE	1914940	Q9DAA4	Probable inactive serine protease 37	Prss37
MOUSE	107469	Q8K3R3	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4"	Plcd4
MOUSE	2142491	Q8QZR3	Pyrethroid hydrolase Ces2a	Ces2a
MOUSE	1919041	Q6P8K8	Carboxypeptidase A4	Cpa4
MOUSE	98909	Q9D7R7	Gastricsin	Pgc
MOUSE	99461	Q64323	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein	Piga
MOUSE	1926003	Q8K2A6	Lipase member M	Lipm
MOUSE	2682634	Q8BTJ4	Bis(5'-adenosyl)-triphosphatase enpp4	Enpp4
MOUSE	1891697	O08707	Atypical chemokine receptor 2	Ackr2
MOUSE	3041254	Q80W22	Threonine synthase-like 2	Thnsl2
MOUSE	1916320	E9PUN6	Protein Adamts9	Adamts9
MOUSE	1316678	Q9QWZ1	Cell cycle checkpoint protein RAD1	Rad1
MOUSE	1915008	Q99PG0	Arylacetamide deacetylase	Aadac
MOUSE	1920586	Q402U7	Serine protease 44	Prss44
MOUSE	1914967	Q9CPP7	Gastric triacylglycerol lipase	Lipf
MOUSE	1914344	Q9QXM0	Abhydrolase domain-containing protein 2	Abhd2
MOUSE	1927186	Q9D020	Cytosolic 5'-nucleotidase 3A	Nt5c3a
MOUSE	1333787	Q6P549	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"	Inppl1
MOUSE	1341902	Q9WUT7	C-C chemokine receptor type 9	Ccr9
MOUSE	99926	P03930	ATP synthase protein 8	Mtatp8
MOUSE	1919611	E9PV38	Protein Ces2g	Ces2g
MOUSE	97613	Q9Z1B3	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1"	Plcb1
MOUSE	1890463	Q923L7	Ear6 protein	Ear6
MOUSE	2151929	Q91ZD5	Cathepsin-3 (Precursor)	Cts3
MOUSE	2135760	Q9JI99	Sphingosine-1-phosphate phosphatase 1	Sgpp1
MOUSE	107700	P70343	Caspase-4	Casp4
MOUSE	88235	D3YXF5	Oxidation resistance protein 1	C7
MOUSE	1926006	Q9D2L5	Inactive carboxypeptidase-like protein X2	Cpxm2
MOUSE	2385133	Q8VBV3	Exosome complex component RRP4	Exosc2
MOUSE	99511	P35235	Tyrosine-protein phosphatase non-receptor type 11	Ptpn11
MOUSE	1918537	Q9D3S9	Probable serine carboxypeptidase CPVL	Cpvl
MOUSE	96789	Q9Z0M5	Lysosomal acid lipase/cholesteryl ester hydrolase	Lipa
MOUSE	1914623	Q9CPN9	Protein 2210010C04Rik	2210010C04Rik
MOUSE	2181962	Q8R4X1	Alkaline ceramidase 1	Acer1
MOUSE	1096349	P0C5E4	Phosphatidylinositol phosphatase PTPRQ	Ptprq
MOUSE	3026623	Q8K2J9	BTB/POZ domain-containing protein 6	Btbd6
MOUSE	1927345	Q9CX47	DNA repair protein XRCC2	Xrcc2
MOUSE	104855	P15920	V-type proton ATPase 116 kDa subunit a isoform 2	Atp6v0a2
MOUSE	1919239	Q9CWX4	RNA pseudouridylate synthase domain-containing protein 4	Rpusd4
MOUSE	1913937	Q9CXF4	TBC1 domain family member 15	Tbc1d15
MOUSE	1919488	Q80XQ2	TBC1 domain family member 5	Tbc1d5
MOUSE	3651647	A2A9U8	"Elastase 3, pancreatic"	Gm13011
MOUSE	2179276	P58873	Rhomboid-related protein 3	Rhbdl3
MOUSE	2442893	Q14C59	Transmembrane protease serine 11B-like protein	Tmprss11bnl
MOUSE	96940	P21812	Mast cell protease 4	Mcpt4
MOUSE	97723	Q5BKQ4	Inactive pancreatic lipase-related protein 1	Pnliprp1
MOUSE	1858232	Q9JKX6	ADP-sugar pyrophosphatase	Nudt5
MOUSE	1101357	Q4PZA2	Endothelin-converting enzyme 1	Ece1
MOUSE	1928277	Q920A7	AFG3-like protein 1	Afg3l1
MOUSE	1916698	Q9JHJ7	Testisin	Prss21
MOUSE	97810	P06800	Receptor-type tyrosine-protein phosphatase C	Ptprc
MOUSE	107361	P70269	Cathepsin E	Ctse
MOUSE	1194491	O35164	Mast cell protease 9	Mcpt9
MOUSE	1333815	Q9Z0D9	CX3C chemokine receptor 1	Cx3cr1
MOUSE	109562	P56485	Atypical chemokine receptor 3	Ackr3
MOUSE	1922940	D3YZF7	V-set and immunoglobulin domain-containing protein 10-like	Vsig10l
MOUSE	1890404	Q9EPB5	Serine hydrolase-like protein	Serhl
MOUSE	3583957	D3YYM4	Protein Wdr72	Wdr72
MOUSE	1861379	Q9Z0M1	Enamel matrix serine proteinase 1 (Precursor)	Klk4
MOUSE	107286	O09159	Lysosomal alpha-mannosidase	Man2b1
MOUSE	97073	Q04841	DNA-3-methyladenine glycosylase	Mpg
MOUSE	2685493	Q50L41	Cytosolic phospholipase A2 zeta	Pla2g4f
MOUSE	1926943	Q9Z1W8	Potassium-transporting ATPase alpha chain 2	Atp12a
MOUSE	1913865	Q8BGE6	Cysteine protease ATG4B	Atg4b
MOUSE	97320	P00757	Kallikrein 1-related peptidase-like b4	Klk1b4
MOUSE	99534	Q07409	Contactin-3	Cntn3
MOUSE	97513	P23188	Furin	Furin
MOUSE	104984	Q64438	Angiogenin-2	Ang2
MOUSE	1913833	Q9DAA6	Exosome complex component CSL4	Exosc1
MOUSE	1914664	Q811U4	Mitofusin-1	Mfn1
MOUSE	1334419	Q9QWK4	CD5 antigen-like	Cd5l
MOUSE	1919583	Q9ET54	Palladin	Palld
MOUSE	2143792	E9Q5M4	Protein Zfr2	Zfr2
MOUSE	2447303	Q8BLH5	Probable threonine protease PRSS50	Prss50
MOUSE	1915155	Q8BU27	Protein phosphatase 1M	Ppm1m
MOUSE	105937	Q61129	Complement factor I	Cfi
MOUSE	1924117	Q8BHC7	Rhomboid-related protein 4	Rhbdd1
MOUSE	1917233	F8VQM5	Platelet-derived growth factor subunit B	Sis
MOUSE	2387123	Q8C129	Leucyl-cystinyl aminopeptidase	Lnpep
MOUSE	1914778	Q99P30	Peroxisomal coenzyme A diphosphatase NUDT7	Nudt7
MOUSE	107372	Q60866	Phosphotriesterase-related protein	Pter
MOUSE	1917349	Q8CG47	Structural maintenance of chromosomes protein 4	Smc4
MOUSE	2158736	Q9EP97	Sentrin-specific protease 3	Senp3
MOUSE	1097691	P70288	Histone deacetylase 2	Hdac2
MOUSE	3045306	Q8CDF7	Exonuclease 3'-5' domain-containing protein 1	Exd1
MOUSE	1891433	Q9CUS9	Signal peptide peptidase-like 3	Sppl3
MOUSE	1289252	Q925E7	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	Ppp2r2d
MOUSE	2441772	Q05D44	Eukaryotic translation initiation factor 5B	Eif5b
MOUSE	94921	Q9Z218	Dipeptidyl aminopeptidase-like protein 6	Dpp6
MOUSE	108020	P97425	Eosinophil cationic protein 2	Ear2
MOUSE	1289279	B1AR51	"Dynein, axonemal, heavy chain 9"	Dnah9
MOUSE	1859152	P97819	85/88 kDa calcium-independent phospholipase A2	Pla2g6
MOUSE	109254	P08883	Granzyme F	Gzmf
MOUSE	894278	Q03311	Cholinesterase	Bche
