index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
25841,ENSG00000259384,Gh,ENSMUSG00000020713,GH1,
25842,ENSG00000259399,1110008F13Rik,ENSMUSG00000027637,TGIF2-C20orf24,
25843,ENSG00000259431,Thtpa,ENSMUSG00000045691,THTPA,
25844,ENSG00000259490,Ighv7-4,ENSMUSG00000076668,IGHV3OR15-7,
25845,ENSG00000259490,Ighv7-3,ENSMUSG00000076652,IGHV3OR15-7,
25846,ENSG00000259490,Ighv7-2,ENSMUSG00000076653,IGHV3OR15-7,
25847,ENSG00000259490,Ighv7-1,ENSMUSG00000076665,IGHV3OR15-7,
25848,ENSG00000259494,Mrpl46,ENSMUSG00000030612,MRPL46,
25849,ENSG00000259522,Ipo4,ENSMUSG00000002319,RP11-468E2.2,
25850,ENSG00000259529,Rnf31,ENSMUSG00000047098,RP11-468E2.4,
25851,ENSG00000259753,Itgb3,ENSMUSG00000020689,RP11-290H9.2,
25852,ENSG00000259784,Amdhd2,ENSMUSG00000036820,RP11-20I23.3,
25853,ENSG00000259823,Lypd8,ENSMUSG00000013643,LYPD8,
25854,ENSG00000259900,Tmed6,ENSMUSG00000031919,RP11-343C2.7,
25855,ENSG00000259916,Aqp7,ENSMUSG00000028427,RP11-407P15.2,
25856,ENSG00000259956,Rbm15b,ENSMUSG00000074102,RBM15B,
25857,ENSG00000260001,Tgfbr3l,ENSMUSG00000089736,TGFBR3L,
25858,ENSG00000260027,Hoxb7,ENSMUSG00000038721,HOXB7,
25859,ENSG00000260092,Tmem231,ENSMUSG00000031951,RP11-77K12.7,
25860,ENSG00000260097,Spdyb,ENSMUSG00000039296,SPDYE6,
25861,ENSG00000260097,4933411G11Rik,ENSMUSG00000029586,SPDYE6,
25862,ENSG00000260170,Sqrdl,ENSMUSG00000005803,RP11-96O20.4,
25863,ENSG00000260220,4932418E24Rik,ENSMUSG00000048038,WI2-2610K16.2,
25864,ENSG00000260230,Frrs1l,ENSMUSG00000045589,FRRS1L,
25865,ENSG00000260234,Clrn1,ENSMUSG00000043850,RP11-166N6.3,
25866,ENSG00000260272,Tbc1d24,ENSMUSG00000036473,RP11-20I23.1,
25867,ENSG00000260300,Mlycd,ENSMUSG00000074064,RP11-505K9.4,
25868,ENSG00000260314,Mrc1,ENSMUSG00000026712,MRC1,
25869,ENSG00000260325,Hspb9,ENSMUSG00000017832,HSPB9,
25870,ENSG00000260371,Cog8,ENSMUSG00000031916,RP11-343C2.9,
25871,ENSG00000260428,Scx,ENSMUSG00000034161,SCX,
25872,ENSG00000260456,1700018B08Rik,ENSMUSG00000031809,C16orf95,
25873,ENSG00000260458,Kcnj12,ENSMUSG00000042529,KCNJ18,
25874,ENSG00000260537,Ddx19b,ENSMUSG00000033658,RP11-529K1.3,
25875,ENSG00000260596,AW822073,ENSMUSG00000058537,DUX4,
25876,ENSG00000260682,Gm26035,ENSMUSG00000064999,RN7SKP176,
25877,ENSG00000260729,Hexa,ENSMUSG00000025232,RP11-106M3.2,
25878,ENSG00000260836,Cpeb1,ENSMUSG00000025586,RP11-152F13.10,
25879,ENSG00000260869,Zfp764,ENSMUSG00000045757,AC002310.13,
25880,ENSG00000260869,9130019O22Rik,ENSMUSG00000030823,AC002310.13,
25881,ENSG00000260869,Zfp747,ENSMUSG00000054381,AC002310.13,
25882,ENSG00000260869,E430018J23Rik,ENSMUSG00000078580,AC002310.13,
25883,ENSG00000260903,Xkr7,ENSMUSG00000042631,XKR7,
25884,ENSG00000260914,Vps4a,ENSMUSG00000031913,RP11-343C2.11,
25885,ENSG00000260916,Ccpg1,ENSMUSG00000034563,CCPG1,
25886,ENSG00000261052,Sult1a1,ENSMUSG00000030711,SULT1A3,
25887,ENSG00000261115,Tmem178b,ENSMUSG00000057716,TMEM178B,
25888,ENSG00000261130,Mpv17l,ENSMUSG00000022679,RP11-1021N1.1,
25889,ENSG00000261147,Ttll13,ENSMUSG00000045467,RP11-697E2.6,
25890,ENSG00000261221,Zfp865,ENSMUSG00000074405,ZNF865,
25891,ENSG00000261236,Bop1,ENSMUSG00000022557,BOP1,
25892,ENSG00000261247,Golga2,ENSMUSG00000002546,GOLGA8T,
25893,ENSG00000261272,Gm9573,ENSMUSG00000090588,MUC22,
25894,ENSG00000261371,Pecam1,ENSMUSG00000020717,PECAM1,
25895,ENSG00000261408,Cdk3-ps,ENSMUSG00000092300,TEN1-CDK3,
25896,ENSG00000261594,Gm4980,ENSMUSG00000096606,TPBGL,
25897,ENSG00000261603,Prss46,ENSMUSG00000049719,PRSS46,
25898,ENSG00000261609,Gan,ENSMUSG00000052557,GAN,
25899,ENSG00000261652,Ccpg1os,ENSMUSG00000086158,C15orf65,
25900,ENSG00000261667,Gm20654,ENSMUSG00000093626,RP11-520P18.5,
25901,ENSG00000261678,Scrt1,ENSMUSG00000048385,SCRT1,
25902,ENSG00000261701,Hp,ENSMUSG00000031722,HPR,
25903,ENSG00000261709,Gm22676,ENSMUSG00000080622,SNORA11,
25904,ENSG00000261717,Tmem170,ENSMUSG00000031953,RP11-77K12.1,
25905,ENSG00000261739,Golga2,ENSMUSG00000002546,GOLGA8S,
25906,ENSG00000261787,Tcf24,ENSMUSG00000099032,TCF24,
25907,ENSG00000261794,Golga2,ENSMUSG00000002546,GOLGA8H,
25908,ENSG00000261796,Isy1,ENSMUSG00000030056,ISY1-RAB43,
25909,ENSG00000261832,Cln3,ENSMUSG00000030720,CLN3,
25910,ENSG00000261857,Mia,ENSMUSG00000089661,MIA,
25911,ENSG00000261857,Gm21983,ENSMUSG00000095538,MIA,
25912,ENSG00000261915,Neurl4,ENSMUSG00000047284,RP11-542C16.2,
25913,ENSG00000261934,Pcdhga9,ENSMUSG00000102440,PCDHGA9,
25914,ENSG00000261949,Gfy,ENSMUSG00000095276,GFY,
25915,ENSG00000262209,Pcdhgb8,ENSMUSG00000103081,PCDHGB3,
25916,ENSG00000262246,Coro7,ENSMUSG00000039637,CORO7,
25917,ENSG00000262304,Trpv1,ENSMUSG00000005952,TRPV1,
25918,ENSG00000262406,Mmp12,ENSMUSG00000049723,MMP12,
25919,ENSG00000262481,Tmem256,ENSMUSG00000070394,C17orf61-PLSCR3,
25920,ENSG00000262484,Gm6537,ENSMUSG00000096257,CCER2,
25921,ENSG00000262576,Pcdhga4,ENSMUSG00000103677,PCDHGA4,
25922,ENSG00000262628,Olfr412,ENSMUSG00000058275,OR1D5,
25923,ENSG00000262633,Gosr2,ENSMUSG00000020946,RP11-156P1.2,
25924,ENSG00000262655,Spon1,ENSMUSG00000038156,SPON1,
25925,ENSG00000262660,Slc25a10,ENSMUSG00000025792,RP13-1032I1.10,
25926,ENSG00000262664,Ovca2,ENSMUSG00000038268,OVCA2,
25927,ENSG00000262814,Mrpl12,ENSMUSG00000039640,MRPL12,
25928,ENSG00000262874,Lim2,ENSMUSG00000097437,C19orf84,
25929,ENSG00000262874,Lim2,ENSMUSG00000093639,C19orf84,
25930,ENSG00000262919,Fam58b,ENSMUSG00000049489,FAM58A,
25931,ENSG00000263001,Gtf2i,ENSMUSG00000060261,GTF2I,
25932,ENSG00000263002,Zfp61,ENSMUSG00000050605,ZNF234,
25933,ENSG00000263020,Ly6g5b,ENSMUSG00000043807,CSNK2B-LY6G5B--991,
25934,ENSG00000263155,Gcom1,ENSMUSG00000092137,MYZAP,
25935,ENSG00000263155,Myzap,ENSMUSG00000041361,MYZAP,
25936,ENSG00000263264,A430078G23Rik,ENSMUSG00000074497,CTB-133G6.1,
25937,ENSG00000263353,Gm12728,ENSMUSG00000083780,PPIAL4A,
25938,ENSG00000263464,Gm12728,ENSMUSG00000083780,PPIAL4C,
25939,ENSG00000263465,4930595M18Rik,ENSMUSG00000060673,SRSF8,
25940,ENSG00000263513,Fam72a,ENSMUSG00000055184,FAM72C,
25941,ENSG00000263528,Ikbke,ENSMUSG00000042349,IKBKE,
25942,ENSG00000263620,Vamp2,ENSMUSG00000020894,RP11-599B13.6,
25943,ENSG00000263639,Msmb,ENSMUSG00000021907,MSMB,
25944,ENSG00000263723,Snord55,ENSMUSG00000092680,SNORD39,
25945,ENSG00000263755,Gm22567,ENSMUSG00000093283,RN7SL498P,
25946,ENSG00000263761,Gdf2,ENSMUSG00000072625,GDF2,
25947,ENSG00000263776,Gm24616,ENSMUSG00000065208,SNORA4,
25948,ENSG00000263810,Gm23556,ENSMUSG00000088446,AC055723.1,
25949,ENSG00000263810,Gm27943,ENSMUSG00000099204,AC055723.1,
25950,ENSG00000263944,Gm27853,ENSMUSG00000098477,RN7SL435P,
25951,ENSG00000263968,Gm22567,ENSMUSG00000093283,RN7SL381P,
25952,ENSG00000263999,Gm27853,ENSMUSG00000098477,RN7SL42P,
25953,ENSG00000264058,Krt222,ENSMUSG00000035849,KRT222,
25954,ENSG00000264169,Gm24105,ENSMUSG00000092674,RN7SL665P,
25955,ENSG00000264187,Flcn,ENSMUSG00000032633,RP11-45M22.4,
25956,ENSG00000264229,Gm22710,ENSMUSG00000080542,RNU4ATAC,
25957,ENSG00000264230,Anxa8,ENSMUSG00000021950,ANXA8L1,
25958,ENSG00000264294,Snord55,ENSMUSG00000092680,SNORD55,
25959,ENSG00000264346,Gm25777,ENSMUSG00000080364,SNORA77,
25960,ENSG00000264364,Dynll2,ENSMUSG00000020483,DYNLL2,
25961,ENSG00000264379,Snord55,ENSMUSG00000092680,SNORD39,
25962,ENSG00000264424,Myh4,ENSMUSG00000057003,MYH4,
25963,ENSG00000264452,Gm22394,ENSMUSG00000093784,snoZ6,
25964,ENSG00000264522,Otud7b,ENSMUSG00000038495,OTUD7B,
25965,ENSG00000264540,Gm27896,ENSMUSG00000092903,RN7SL405P,
25966,ENSG00000264545,Mtap,ENSMUSG00000062937,RP11-145E5.5,
25967,ENSG00000264549,Snord95,ENSMUSG00000064780,SNORD95,
25968,ENSG00000264549,Gm25296,ENSMUSG00000064500,SNORD95,
25969,ENSG00000264573,Gm22567,ENSMUSG00000093283,RN7SL15P,
25970,ENSG00000264668,Zfp41,ENSMUSG00000047003,ZFP41,
25971,ENSG00000264813,Ace,ENSMUSG00000020681,CTD-2501B8.1,
25972,ENSG00000264916,Gm22567,ENSMUSG00000093283,RN7SL230P,
25973,ENSG00000264994,Snord92,ENSMUSG00000093289,SNORD92,
25974,ENSG00000264997,Snord55,ENSMUSG00000092680,SNORD39,
25975,ENSG00000265107,Gja5,ENSMUSG00000057123,GJA5,
25976,ENSG00000265118,Evi2a,ENSMUSG00000078771,CTD-2370N5.3,
25977,ENSG00000265145,Snord53,ENSMUSG00000092887,SNORD53,
25978,ENSG00000265190,Anxa8,ENSMUSG00000021950,ANXA8,
25979,ENSG00000265203,Rbp3,ENSMUSG00000041534,RBP3,
25980,ENSG00000265236,Gm22589,ENSMUSG00000075770,SNORD84,
25981,ENSG00000265241,Rbm8a,ENSMUSG00000038374,RBM8A,
25982,ENSG00000265264,Timm10b,ENSMUSG00000089847,TIMM10B,
25983,ENSG00000265303,Smg8,ENSMUSG00000020495,CTD-2510F5.6,
25984,ENSG00000265354,Timm23,ENSMUSG00000013701,TIMM23,
25985,ENSG00000265354,Gm10273,ENSMUSG00000069622,TIMM23,
25986,ENSG00000265491,Rnf115,ENSMUSG00000028098,RNF115,
25987,ENSG00000265590,1110004E09Rik,ENSMUSG00000022972,AP000275.65,
25988,ENSG00000265690,Fbxl8,ENSMUSG00000033313,RP11-5A19.5,
25989,ENSG00000265706,Gm22858,ENSMUSG00000092713,SNORD53_SNORD92,
25990,ENSG00000265733,Gm23946,ENSMUSG00000077611,SNORA74,
25991,ENSG00000265763,Zfp488,ENSMUSG00000044519,ZNF488,
25992,ENSG00000265808,Sec22b,ENSMUSG00000027879,SEC22B,
25993,ENSG00000265817,Fsbp,ENSMUSG00000094595,FSBP,
25994,ENSG00000265818,Eef1e1,ENSMUSG00000001707,EEF1E1-BLOC1S5,
25995,ENSG00000265972,Txnip,ENSMUSG00000038393,TXNIP,
25996,ENSG00000266028,Srgap2,ENSMUSG00000026425,SRGAP2,
25997,ENSG00000266074,Bahcc1,ENSMUSG00000039741,BAHCC1,
25998,ENSG00000266094,Rassf5,ENSMUSG00000026430,RASSF5,
25999,ENSG00000266173,Strada,ENSMUSG00000069631,STRADA,
26000,ENSG00000266185,Gm22567,ENSMUSG00000093283,RN7SL804P,
26001,ENSG00000266200,Pnliprp2,ENSMUSG00000025091,PNLIPRP2,
26002,ENSG00000266202,Lyrm9,ENSMUSG00000072640,RP1-66C13.4,
26003,ENSG00000266265,Klf14,ENSMUSG00000073209,KLF14,
26004,ENSG00000266412,Ncoa4,ENSMUSG00000056234,NCOA4,
26005,ENSG00000266412,Gm6768,ENSMUSG00000021908,NCOA4,
26006,ENSG00000266472,Mrps21,ENSMUSG00000054312,MRPS21,
26007,ENSG00000266524,Gdf10,ENSMUSG00000021943,GDF10,
26008,ENSG00000266692,Gm22871,ENSMUSG00000093443,snoZ6,
26009,ENSG00000266953,Pdcd2l,ENSMUSG00000002635,RP11-618P17.4,
26010,ENSG00000266964,Fxyd1,ENSMUSG00000036570,FXYD1,
26011,ENSG00000266967,Aarsd1,ENSMUSG00000075528,AARSD1,
26012,ENSG00000266967,Ptges3l,ENSMUSG00000097487,AARSD1,
26013,ENSG00000267022,Zfp61,ENSMUSG00000050605,AC084219.2,
26014,ENSG00000267059,Uqcr11,ENSMUSG00000020163,UQCR11,
26015,ENSG00000267110,Dnaaf3,ENSMUSG00000055809,CTD-2587H24.4,
26016,ENSG00000267120,U2af1l4,ENSMUSG00000078765,AD000671.6,
26017,ENSG00000267168,Mettl23,ENSMUSG00000090266,RP11-318A15.7,
26018,ENSG00000267173,Zfp112,ENSMUSG00000052675,CTC-512J12.6,
26019,ENSG00000267206,Lcn6,ENSMUSG00000045684,LCN6,
26020,ENSG00000267228,Gm10784,ENSMUSG00000094886,IER3IP1,
26021,ENSG00000267228,Ier3ip1,ENSMUSG00000090000,IER3IP1,
26022,ENSG00000267261,Rab5c,ENSMUSG00000019173,CTD-2132N18.3,
26023,ENSG00000267281,Atf7,ENSMUSG00000099083,RP11-793H13.10,
26024,ENSG00000267281,Gm28047,ENSMUSG00000052414,RP11-793H13.10,
26025,ENSG00000267314,Vmac,ENSMUSG00000054723,AC104532.2,
26026,ENSG00000267335,Lhb,ENSMUSG00000100916,CTB-60B18.6,
26027,ENSG00000267368,Upk3bl,ENSMUSG00000006143,UPK3BL,
26028,ENSG00000267467,Apoc4,ENSMUSG00000074336,APOC4,
26029,ENSG00000267534,S1pr2,ENSMUSG00000043895,S1PR2,
26030,ENSG00000267552,Zfp940,ENSMUSG00000050855,CTD-2528L19.4,
26031,ENSG00000267561,Hs2st1,ENSMUSG00000040151,RP5-1052I5.2,
26032,ENSG00000267631,Lhb,ENSMUSG00000100916,CGB1,
26033,ENSG00000267673,Fdx1l,ENSMUSG00000079677,FDX1L,
26034,ENSG00000267680,Zfp61,ENSMUSG00000050605,ZNF224,
26035,ENSG00000267710,Gm6792,ENSMUSG00000053367,AC006116.20,
26036,ENSG00000267740,Ndufa11,ENSMUSG00000002379,AC024592.12,
26037,ENSG00000267795,Smim22,ENSMUSG00000096215,SMIM22,
26038,ENSG00000267796,Lin37,ENSMUSG00000036845,LIN37,
26039,ENSG00000267855,Ndufa7,ENSMUSG00000041881,NDUFA7,
26040,ENSG00000267908,Zscan5b,ENSMUSG00000058028,ZSCAN5D,
26041,ENSG00000267909,Ccdc177,ENSMUSG00000062961,CCDC177,
26042,ENSG00000267978,Magea6,ENSMUSG00000063728,MAGEA9B,
26043,ENSG00000267978,3830417A13Rik,ENSMUSG00000031179,MAGEA9B,
26044,ENSG00000267978,Magea5,ENSMUSG00000079349,MAGEA9B,
26045,ENSG00000267978,1700080O16Rik,ENSMUSG00000031118,MAGEA9B,
26046,ENSG00000267978,Magea8,ENSMUSG00000079350,MAGEA9B,
26047,ENSG00000267978,Magea3,ENSMUSG00000094196,MAGEA9B,
26048,ENSG00000267978,Magea1,ENSMUSG00000096644,MAGEA9B,
26049,ENSG00000267978,Magea4,ENSMUSG00000033343,MAGEA9B,
26050,ENSG00000267978,Magea10,ENSMUSG00000043453,MAGEA9B,
26051,ENSG00000267978,Magea2,ENSMUSG00000055746,MAGEA9B,
26052,ENSG00000268009,Ssxb6,ENSMUSG00000079702,SSX4,
26053,ENSG00000268009,Ssxb9,ENSMUSG00000068218,SSX4,
26054,ENSG00000268009,Gm5751,ENSMUSG00000079697,SSX4,
26055,ENSG00000268009,Ssxb10,ENSMUSG00000068219,SSX4,
26056,ENSG00000268009,Ssxb8,ENSMUSG00000079703,SSX4,
26057,ENSG00000268009,Gm21876,ENSMUSG00000095316,SSX4,
26058,ENSG00000268009,Ssxb3,ENSMUSG00000079701,SSX4,
26059,ENSG00000268009,Gm14459,ENSMUSG00000079704,SSX4,
26060,ENSG00000268009,Gm6592,ENSMUSG00000079699,SSX4,
26061,ENSG00000268009,Ssx9,ENSMUSG00000035371,SSX4,
26062,ENSG00000268009,Ssxa1,ENSMUSG00000062814,SSX4,
26063,ENSG00000268009,Ssxb2,ENSMUSG00000023165,SSX4,
26064,ENSG00000268009,Ssxb5,ENSMUSG00000071816,SSX4,
26065,ENSG00000268009,Ssxb1,ENSMUSG00000079705,SSX4,
26066,ENSG00000268089,Gabrq,ENSMUSG00000031344,GABRQ,
26067,ENSG00000268104,Slc6a14,ENSMUSG00000031089,SLC6A14,
26068,ENSG00000268173,Pik3r2,ENSMUSG00000031834,PIK3R2,
26069,ENSG00000268182,Smim17,ENSMUSG00000093536,SMIM17,
26070,ENSG00000268221,Opn1mw,ENSMUSG00000031394,OPN1MW,
26071,ENSG00000268223,Arl14epl,ENSMUSG00000073568,ARL14EPL,
26072,ENSG00000268320,Scgb1c1,ENSMUSG00000038801,SCGB1C2,
26073,ENSG00000268350,Tmem29,ENSMUSG00000041353,FAM156A,
26074,ENSG00000268439,Emg1,ENSMUSG00000004268,RP3-461F17.3,
26075,ENSG00000268447,Ssxb3,ENSMUSG00000079701,SSX2B,
26076,ENSG00000268447,Ssxb6,ENSMUSG00000079702,SSX2B,
26077,ENSG00000268447,Ssxb9,ENSMUSG00000068218,SSX2B,
26078,ENSG00000268447,Gm21876,ENSMUSG00000095316,SSX2B,
26079,ENSG00000268447,Gm6592,ENSMUSG00000079699,SSX2B,
26080,ENSG00000268447,Ssx9,ENSMUSG00000035371,SSX2B,
26081,ENSG00000268447,Ssxa1,ENSMUSG00000062814,SSX2B,
26082,ENSG00000268447,Gm5751,ENSMUSG00000079697,SSX2B,
26083,ENSG00000268447,Ssxb10,ENSMUSG00000068219,SSX2B,
26084,ENSG00000268447,Ssxb8,ENSMUSG00000079703,SSX2B,
26085,ENSG00000268447,Gm14459,ENSMUSG00000079704,SSX2B,
26086,ENSG00000268447,Ssxb2,ENSMUSG00000023165,SSX2B,
26087,ENSG00000268447,Ssxb5,ENSMUSG00000071816,SSX2B,
26088,ENSG00000268447,Ssxb1,ENSMUSG00000079705,SSX2B,
26089,ENSG00000268465,Cyth2,ENSMUSG00000003269,CTC-273B12.7,
26090,ENSG00000268606,Magea2,ENSMUSG00000055746,MAGEA2,
26091,ENSG00000268606,3830417A13Rik,ENSMUSG00000031179,MAGEA2,
26092,ENSG00000268606,Magea3,ENSMUSG00000094196,MAGEA2,
26093,ENSG00000268606,Magea5,ENSMUSG00000079349,MAGEA2,
26094,ENSG00000268606,1700080O16Rik,ENSMUSG00000031118,MAGEA2,
26095,ENSG00000268606,Magea4,ENSMUSG00000033343,MAGEA2,
26096,ENSG00000268606,Magea10,ENSMUSG00000043453,MAGEA2,
26097,ENSG00000268606,Magea8,ENSMUSG00000079350,MAGEA2,
26098,ENSG00000268606,Magea1,ENSMUSG00000096644,MAGEA2,
26099,ENSG00000268606,Magea6,ENSMUSG00000063728,MAGEA2,
26100,ENSG00000268629,Tex13,ENSMUSG00000042386,TEX13A,
26101,ENSG00000268629,Tex13a,ENSMUSG00000071686,TEX13A,
26102,ENSG00000268651,Gm6890,ENSMUSG00000079532,CTAG1A,
26103,ENSG00000268651,Gm6880,ENSMUSG00000079536,CTAG1A,
26104,ENSG00000268651,Ctag2,ENSMUSG00000031181,CTAG1A,
26105,ENSG00000268714,Arl14epl,ENSMUSG00000073568,CTD-2287O16.3,
26106,ENSG00000268790,Smim7,ENSMUSG00000044600,CTC-429P9.4,
26107,ENSG00000268861,Arhgef18,ENSMUSG00000004568,CTD-2207O23.3,
26108,ENSG00000268975,Mia,ENSMUSG00000089661,MIA-RAB4B,
26109,ENSG00000268975,Gm21983,ENSMUSG00000095538,MIA-RAB4B,
26110,ENSG00000269035,Tmem221,ENSMUSG00000043664,CTD-2521M24.10,
26111,ENSG00000269058,Calr3,ENSMUSG00000019732,CALR3,
26112,ENSG00000269067,Zfp456,ENSMUSG00000078995,ZNF728,
26113,ENSG00000269067,Zfp493,ENSMUSG00000090659,ZNF728,
26114,ENSG00000269067,Gm9894,ENSMUSG00000052909,ZNF728,
26115,ENSG00000269067,Rslcan18,ENSMUSG00000074824,ZNF728,
26116,ENSG00000269067,Zfp455,ENSMUSG00000051037,ZNF728,
26117,ENSG00000269067,Zfp429,ENSMUSG00000078994,ZNF728,
26118,ENSG00000269067,Zfp457,ENSMUSG00000055341,ZNF728,
26119,ENSG00000269067,Zfp65,ENSMUSG00000071281,ZNF728,
26120,ENSG00000269067,Zfp953,ENSMUSG00000098905,ZNF728,
26121,ENSG00000269067,Zfp874b,ENSMUSG00000059839,ZNF728,
26122,ENSG00000269067,Zfp874a,ENSMUSG00000069206,ZNF728,
26123,ENSG00000269067,Gm28557,ENSMUSG00000100235,ZNF728,
26124,ENSG00000269067,Rsl1,ENSMUSG00000058900,ZNF728,
26125,ENSG00000269067,Zfp708,ENSMUSG00000058883,ZNF728,
26126,ENSG00000269067,Zfp595,ENSMUSG00000057842,ZNF728,
26127,ENSG00000269067,Zfp58,ENSMUSG00000071291,ZNF728,
26128,ENSG00000269067,Zfp87,ENSMUSG00000097333,ZNF728,
26129,ENSG00000269113,Trabd2b,ENSMUSG00000070867,TRABD2B,
26130,ENSG00000269190,Fbxo17,ENSMUSG00000030598,FBXO17,
26131,ENSG00000269226,Tmsb15b1,ENSMUSG00000089768,TMSB15B,
26132,ENSG00000269226,Tmsb15l,ENSMUSG00000072955,TMSB15B,
26133,ENSG00000269226,Tmsb15b2,ENSMUSG00000089996,TMSB15B,
26134,ENSG00000269237,Gm26965,ENSMUSG00000097565,CTD-2561J22.3,
26135,ENSG00000269237,Gm28044,ENSMUSG00000098781,CTD-2561J22.3,
26136,ENSG00000269237,Gm10037,ENSMUSG00000058246,CTD-2561J22.3,
26137,ENSG00000269237,Gm28041,ENSMUSG00000098692,CTD-2561J22.3,
26138,ENSG00000269242,Man2b1,ENSMUSG00000005142,CTD-2192J16.22,
26139,ENSG00000269307,Babam1,ENSMUSG00000031820,CTD-2278I10.6,
26140,ENSG00000269313,Magix,ENSMUSG00000031147,MAGIX,
26141,ENSG00000269335,Ikbkg,ENSMUSG00000004221,IKBKG,
26142,ENSG00000269404,Spib,ENSMUSG00000008193,SPIB,
26143,ENSG00000269405,Nxf7,ENSMUSG00000031410,NXF2,
26144,ENSG00000269405,Nxf2,ENSMUSG00000009941,NXF2,
26145,ENSG00000269433,Opn1mw,ENSMUSG00000031394,OPN1MW,
26146,ENSG00000269437,Nxf7,ENSMUSG00000031410,NXF2B,
26147,ENSG00000269437,Nxf2,ENSMUSG00000009941,NXF2B,
26148,ENSG00000269502,Dmrtc1a,ENSMUSG00000031323,DMRTC1,
26149,ENSG00000269547,Sars2,ENSMUSG00000070699,CTC-360G5.8,
26150,ENSG00000269556,BC023829,ENSMUSG00000073139,TMEM185A,
26151,ENSG00000269590,Man2b1,ENSMUSG00000005142,CTD-2192J16.24,
26152,ENSG00000269741,Klk9,ENSMUSG00000047884,KLK9,
26153,ENSG00000269743,Slc25a53,ENSMUSG00000044348,SLC25A53,
26154,ENSG00000269791,Gm14459,ENSMUSG00000079704,SSX4B,
26155,ENSG00000269791,Ssxb9,ENSMUSG00000068218,SSX4B,
26156,ENSG00000269791,Ssxb3,ENSMUSG00000079701,SSX4B,
26157,ENSG00000269791,Ssxb10,ENSMUSG00000068219,SSX4B,
26158,ENSG00000269791,Gm21876,ENSMUSG00000095316,SSX4B,
26159,ENSG00000269791,Ssxb8,ENSMUSG00000079703,SSX4B,
26160,ENSG00000269791,Ssxb1,ENSMUSG00000079705,SSX4B,
26161,ENSG00000269791,Ssxb6,ENSMUSG00000079702,SSX4B,
26162,ENSG00000269791,Ssx9,ENSMUSG00000035371,SSX4B,
26163,ENSG00000269791,Gm5751,ENSMUSG00000079697,SSX4B,
26164,ENSG00000269791,Ssxa1,ENSMUSG00000062814,SSX4B,
26165,ENSG00000269791,Gm6592,ENSMUSG00000079699,SSX4B,
26166,ENSG00000269791,Ssxb2,ENSMUSG00000023165,SSX4B,
26167,ENSG00000269791,Ssxb5,ENSMUSG00000071816,SSX4B,
26168,ENSG00000269855,2310014L17Rik,ENSMUSG00000033967,RNF225,
26169,ENSG00000269858,Egln2,ENSMUSG00000058709,EGLN2,
26170,ENSG00000269881,Itfg3,ENSMUSG00000024187,AC004754.3,
26171,ENSG00000269891,Arhgap19,ENSMUSG00000025154,ARHGAP19-SLIT1,
26172,ENSG00000269897,Bmi1,ENSMUSG00000026739,COMMD3-BMI1,
26173,ENSG00000269955,Luc7l2,ENSMUSG00000029823,LUC7L2,
26174,ENSG00000269964,Mei4,ENSMUSG00000043289,MEI4,
26175,ENSG00000270024,Sgk3,ENSMUSG00000025915,C8orf44-SGK3,
26176,ENSG00000270106,Tsnax,ENSMUSG00000056820,TSNAX-DISC1,
26177,ENSG00000270136,Nbl1,ENSMUSG00000041120,MINOS1-NBL1,
26178,ENSG00000270181,Ercc5,ENSMUSG00000026048,BIVM-ERCC5,
26179,ENSG00000270249,Polr2j,ENSMUSG00000039771,RP11-514P8.7,
26180,ENSG00000270276,Hist1h4k,ENSMUSG00000064288,HIST2H4B,
26181,ENSG00000270276,Hist2h4,ENSMUSG00000091405,HIST2H4B,
26182,ENSG00000270316,2010012O05Rik,ENSMUSG00000062376,C10orf32-ASMT,
26183,ENSG00000270339,Gm12728,ENSMUSG00000083780,AC243756.1,
26184,ENSG00000270379,Heatr9,ENSMUSG00000018925,HEATR9,
26185,ENSG00000270384,Gm22706,ENSMUSG00000088532,U1,
26186,ENSG00000270386,Ugt2a1,ENSMUSG00000029268,UGT2A1,
26187,ENSG00000270601,Gm7682,ENSMUSG00000074011,PRAMEF5,
26188,ENSG00000270601,Gm7978,ENSMUSG00000096139,PRAMEF5,
26189,ENSG00000270601,Gm6367,ENSMUSG00000096742,PRAMEF5,
26190,ENSG00000270601,Gm13078,ENSMUSG00000046435,PRAMEF5,
26191,ENSG00000270601,AC123873.3,ENSMUSG00000094836,PRAMEF5,
26192,ENSG00000270601,AC165294.2,ENSMUSG00000096236,PRAMEF5,
26193,ENSG00000270601,AC125178.1,ENSMUSG00000094722,PRAMEF5,
26194,ENSG00000270601,Gm3139,ENSMUSG00000095074,PRAMEF5,
26195,ENSG00000270601,AC133095.1,ENSMUSG00000094855,PRAMEF5,
26196,ENSG00000270601,Gm3176,ENSMUSG00000094043,PRAMEF5,
26197,ENSG00000270601,C87414,ENSMUSG00000070686,PRAMEF5,
26198,ENSG00000270601,AC124606.1,ENSMUSG00000095523,PRAMEF5,
26199,ENSG00000270601,Gm13103,ENSMUSG00000029451,PRAMEF5,
26200,ENSG00000270601,Gm3259,ENSMUSG00000079424,PRAMEF5,
26201,ENSG00000270601,AC140325.1,ENSMUSG00000074720,PRAMEF5,
